BioProject,Run,AvgSpotLen,Bases,BioSample,Bytes,Center.Name,Experiment,Library.Name,Organism,Platform,ReleaseDate,Sample.Name,SRA.Study,Isolate,Collection_Date,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Isolation_source,sex,Age,Biomaterial_provider,Strain,breeding_system,MiSeq_run_library,dev_stage,PHENOTYPE,collected_by,Breed,Host,Specimen_voucher,accession..run.,object_status..run.,study..run.,OLD_geo_loc_name,Cultivar,Ecotype,Investigation_type,BIOME,Depth,elev,env_package,feature,Label,lat_lon,material,project_name,lat,lon,counts
PRJNA482684,SRR7589110,302,2771364306,SAMN09711177,1187472123,ARIZONA STATE UNIVERSITY,SRX4454405,BUS-00043,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589111,302,1414610582,SAMN09711177,606014483,ARIZONA STATE UNIVERSITY,SRX4454404,BUS-00042,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589112,302,4144559816,SAMN09711177,1739941422,ARIZONA STATE UNIVERSITY,SRX4454403,BUS-00045,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589113,302,1885714878,SAMN09711177,788425225,ARIZONA STATE UNIVERSITY,SRX4454402,BUS-00044,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589114,302,2521117442,SAMN09711177,1091714700,ARIZONA STATE UNIVERSITY,SRX4454401,BUS-00098,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589115,302,612300470,SAMN09711177,261411427,ARIZONA STATE UNIVERSITY,SRX4454400,BUS-00099,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589116,302,2184039236,SAMN09711177,948313240,ARIZONA STATE UNIVERSITY,SRX4454399,BUS-00100,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589118,302,1341790832,SAMN09711177,587258026,ARIZONA STATE UNIVERSITY,SRX4454397,BUS-00093,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589120,302,2840684782,SAMN09711177,1232804380,ARIZONA STATE UNIVERSITY,SRX4454395,BUS-00096,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589121,302,2557270466,SAMN09711177,1085033178,ARIZONA STATE UNIVERSITY,SRX4454394,BUS-00097,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589122,302,2169177514,SAMN09711177,913250498,ARIZONA STATE UNIVERSITY,SRX4454393,BUS-00102,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589123,302,3309777456,SAMN09711177,1408458605,ARIZONA STATE UNIVERSITY,SRX4454392,BUS-00104,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589124,302,5489956528,SAMN09711177,2340792051,ARIZONA STATE UNIVERSITY,SRX4454391,BUS-00035,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589125,302,3651272412,SAMN09711177,1544156090,ARIZONA STATE UNIVERSITY,SRX4454390,BUS-00037,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589126,302,4613601452,SAMN09711177,1953295975,ARIZONA STATE UNIVERSITY,SRX4454389,BUS-00025,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589127,302,4198331218,SAMN09711177,1781451314,ARIZONA STATE UNIVERSITY,SRX4454388,BUS-00026,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589128,302,2991758168,SAMN09711177,1273355035,ARIZONA STATE UNIVERSITY,SRX4454387,BUS-00023,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589130,302,1183603232,SAMN09711177,502849617,ARIZONA STATE UNIVERSITY,SRX4454385,BUS-00033,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589134,302,3917166802,SAMN09711177,1693903097,ARIZONA STATE UNIVERSITY,SRX4454381,BUS-00070,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589136,302,3627627322,SAMN09711177,1544892982,ARIZONA STATE UNIVERSITY,SRX4454379,BUS-00068,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589137,302,5544924152,SAMN09711177,2328263335,ARIZONA STATE UNIVERSITY,SRX4454378,BUS-00067,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589138,302,5137286968,SAMN09711177,2145382356,ARIZONA STATE UNIVERSITY,SRX4454377,BUS-00066,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589141,302,2291873168,SAMN09711177,978787708,ARIZONA STATE UNIVERSITY,SRX4454374,BUS-00061,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589144,302,2028125092,SAMN09711177,883844587,ARIZONA STATE UNIVERSITY,SRX4454371,BUS-00056,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589145,302,1009567578,SAMN09711177,429894068,ARIZONA STATE UNIVERSITY,SRX4454370,BUS-00057,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589146,302,2703754358,SAMN09711177,1157537355,ARIZONA STATE UNIVERSITY,SRX4454369,BUS-00048,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589148,302,883114138,SAMN09711177,377503972,ARIZONA STATE UNIVERSITY,SRX4454367,BUS-00050,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589150,302,3827047586,SAMN09711177,1588377038,ARIZONA STATE UNIVERSITY,SRX4454365,BUS-00052,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589151,302,5207253422,SAMN09711177,2185156987,ARIZONA STATE UNIVERSITY,SRX4454364,BUS-00053,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589152,302,3250724980,SAMN09711177,1411962584,ARIZONA STATE UNIVERSITY,SRX4454363,BUS-00054,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589153,302,3355302748,SAMN09711177,1454095544,ARIZONA STATE UNIVERSITY,SRX4454362,BUS-00055,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589155,302,4586761202,SAMN09711177,1921505337,ARIZONA STATE UNIVERSITY,SRX4454360,BUS-00087,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589156,302,1710621318,SAMN09711177,734385150,ARIZONA STATE UNIVERSITY,SRX4454359,BUS-00090,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589157,302,2216915258,SAMN09711177,980390960,ARIZONA STATE UNIVERSITY,SRX4454358,BUS-00089,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589160,302,1613090116,SAMN09711177,708880215,ARIZONA STATE UNIVERSITY,SRX4454355,BUS-00086,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589162,302,3023742686,SAMN09711177,1313406862,ARIZONA STATE UNIVERSITY,SRX4454353,BUS-00092,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589164,302,3323532952,SAMN09711177,1431780279,ARIZONA STATE UNIVERSITY,SRX4454351,BUS-00011,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589166,302,3130712294,SAMN09711177,1356933081,ARIZONA STATE UNIVERSITY,SRX4454349,BUS-00002,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589167,302,4310765516,SAMN09711177,1829179513,ARIZONA STATE UNIVERSITY,SRX4454348,BUS-00001,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589168,302,4317446964,SAMN09711177,1817515614,ARIZONA STATE UNIVERSITY,SRX4454347,BUS-00004,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589169,302,4208349162,SAMN09711177,1820523759,ARIZONA STATE UNIVERSITY,SRX4454346,BUS-00003,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589171,302,2868379994,SAMN09711177,1220526323,ARIZONA STATE UNIVERSITY,SRX4454344,BUS-00005,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589174,302,3481409190,SAMN09711177,1490302078,ARIZONA STATE UNIVERSITY,SRX4454341,BUS-00078,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589175,302,4841304318,SAMN09711177,2020902516,ARIZONA STATE UNIVERSITY,SRX4454340,BUS-00079,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589177,302,7312869600,SAMN09711177,3086089496,ARIZONA STATE UNIVERSITY,SRX4454338,BUS-00077,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589180,302,3351646434,SAMN09711177,1435753613,ARIZONA STATE UNIVERSITY,SRX4454335,BUS-00071,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589181,302,3695441120,SAMN09711177,1576043510,ARIZONA STATE UNIVERSITY,SRX4454334,BUS-00073,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589183,302,3829164908,SAMN09711177,1661439637,ARIZONA STATE UNIVERSITY,SRX4454332,BUS-00081,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589088,302,3898525248,SAMN09711177,1663186985,ARIZONA STATE UNIVERSITY,SRX4454427,BUS-00016,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589089,302,7386896746,SAMN09711177,3082995447,ARIZONA STATE UNIVERSITY,SRX4454426,BUS-00015,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589090,302,7167298352,SAMN09711177,2983208516,ARIZONA STATE UNIVERSITY,SRX4454425,BUS-00013,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589095,302,3169141794,SAMN09711177,1349050125,ARIZONA STATE UNIVERSITY,SRX4454420,BUS-00017,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589096,302,3292758850,SAMN09711177,1393821134,ARIZONA STATE UNIVERSITY,SRX4454419,BUS-00022,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589097,302,4447466420,SAMN09711177,1888245266,ARIZONA STATE UNIVERSITY,SRX4454418,BUS-00021,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589098,302,4275555638,SAMN09711177,1827495367,ARIZONA STATE UNIVERSITY,SRX4454417,BUS-00108,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589099,302,4551077184,SAMN09711177,1915061693,ARIZONA STATE UNIVERSITY,SRX4454416,BUS-00107,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589101,302,2100513586,SAMN09711177,880268093,ARIZONA STATE UNIVERSITY,SRX4454414,BUS-00105,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589102,302,2372547938,SAMN09711177,1002829650,ARIZONA STATE UNIVERSITY,SRX4454413,BUS-00110,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589103,302,3240982460,SAMN09711177,1387209812,ARIZONA STATE UNIVERSITY,SRX4454412,BUS-00109,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589104,302,2411678078,SAMN09711177,1023795802,ARIZONA STATE UNIVERSITY,SRX4454411,BUS-00047,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589106,302,4803938764,SAMN09711177,2081359860,ARIZONA STATE UNIVERSITY,SRX4454409,BUS-00039,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589117,302,4350562170,SAMN09711177,1845172239,ARIZONA STATE UNIVERSITY,SRX4454398,BUS-00101,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589119,302,3584691680,SAMN09711177,1507855563,ARIZONA STATE UNIVERSITY,SRX4454396,BUS-00095,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589129,302,5071714312,SAMN09711177,2140607959,ARIZONA STATE UNIVERSITY,SRX4454386,BUS-00024,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
PRJNA482684,SRR7589131,302,4443373716,SAMN09711177,1846024668,ARIZONA STATE UNIVERSITY,SRX4454384,BUS-00034,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,BUS population data,SRP155055,96 adults,2013,USA,North America,"USA: Urbana\, Illinois","Busey pond ((40.1287\, -88.2140)",,,,,,,,,,,,,,,,,,,,,,,,,,"40.1287, -88.2140",,,40.1287,-88.214,861
